feat_1,feat_2,feat_3,feat_4,target
1.0493476875103454,1.1295371640018306,-0.17078310078618647,1.4736831877785266,3
-1.2530705905023627,-0.8520993992612198,-1.1815832040829746,0.42418143419819393,0
1.871639929657741,-1.502269859808259,0.5030836347450056,1.8485052426286452,4
1.5427230327987829,0.6453676721050993,0.8400170025106016,-0.4379092919570793,3
1.707181481228262,-0.9454749441270179,1.1769503702761976,1.1738255438984315,2
-0.4307783483549669,-0.5270141689877001,-0.5077164685517825,0.9114501055033483,1
1.2138061359398244,0.7940768731876667,0.16615026697940954,0.08684158483308702,1
-1.5819874873613209,-0.9835168327760468,0.8400170025106016,0.42418143419819393,2
1.2138061359398244,0.6592010861592915,-0.17078310078618647,0.49914584516821764,0
0.2270554453629497,0.9981197304870035,1.5138837380417935,0.5741102561382414,4
0.06259699693347054,-1.0423088425063642,-0.8446498363173786,-0.7752491413221861,1
-0.9241536936434044,0.8252020548095994,0.8400170025106016,-1.0376245797172694,3
-0.10186145149600861,0.1854066548032045,-0.8446498363173786,-1.0376245797172694,4
-0.9241536936434044,-0.13276186844321894,0.16615026697940954,-1.5248932510224238,2
0.555972342221908,1.2678713045437537,-0.8446498363173786,-0.4379092919570793,2
-1.5819874873613209,-1.0907257916960373,0.8400170025106016,-0.6628025248671505,1
1.0493476875103454,-0.9766001257489507,1.5138837380417935,0.2742526122581464,1
-0.7596952452139252,1.2920797791385903,1.8508171058073897,1.623612009718574,4
-1.7464459357908,-0.8728495203425083,1.5138837380417935,1.6985764206885978,0
0.555972342221908,0.4793667034547914,0.8400170025106016,-0.3629448809870555,0
0.555972342221908,0.93241101372959,0.16615026697940954,0.7990034890483126,2
-0.4307783483549669,1.5514562926546964,-0.17078310078618647,0.2742526122581464,2
-0.9241536936434044,-1.3016853560224704,-0.5077164685517825,-0.10056944259197238,2
0.7204307906513872,0.420574693724474,-0.5077164685517825,0.2742526122581464,4
1.3782645843693038,-0.9558500046676622,-1.5185165718485705,-0.47539149744209114,2
-0.9241536936434044,1.236746122921821,1.5138837380417935,-1.6373398674774593,-1
-0.4307783483549669,-1.0630589635876526,0.16615026697940954,0.9114501055033483,2
1.0493476875103454,-1.2601851138598934,0.16615026697940954,-0.5878381138971268,3
0.06259699693347054,-0.1050950403348343,1.1769503702761976,-1.4499288400524,0
0.2270554453629497,0.05053086777482934,-0.5077164685517825,0.34921702322817016,0
-1.2530705905023627,-1.4953531527811628,-0.5077164685517825,-1.0001423742322575,1
1.0493476875103454,0.03669745372063702,-0.17078310078618647,-1.4874110455374119,3
0.8848892390808663,-1.5541451625114802,-1.1815832040829746,1.3612365713234909,2
-1.2530705905023627,0.6626594396728397,1.5138837380417935,0.5741102561382414,5
0.7204307906513872,0.03323910020708894,-0.5077164685517825,-0.3629448809870555,0
-1.7464459357908,-1.3016853560224704,-0.8446498363173786,1.4736831877785266,0
0.06259699693347054,1.0776618612986093,0.5030836347450056,0.19928820128812264,2
-1.0886121420728836,-0.9005163484508929,1.5138837380417935,0.9489323109883602,5
-0.4307783483549669,-0.5823478252044695,0.16615026697940954,-0.21301605904700802,2
0.8848892390808663,1.2194543553540806,-1.5185165718485705,-0.5878381138971268,0
1.3782645843693038,-0.6549732489889791,-1.8554499396141666,-1.5248932510224238,3
1.2138061359398244,-0.9454749441270179,-1.5185165718485705,-1.5623754565074357,3
0.555972342221908,-0.820974217639287,-0.8446498363173786,-0.2504982645320199,3
1.5427230327987829,-0.8348076316934794,-0.8446498363173786,0.5366280506532295,1
-1.7464459357908,-0.7275986727734889,-0.17078310078618647,-1.5623754565074357,3
-1.0886121420728836,1.2263710623811768,-0.5077164685517825,-0.8876957577772218,0
0.555972342221908,-0.177720464119344,0.5030836347450056,0.2742526122581464,4
-0.26631989992548777,0.35486597696706046,-1.1815832040829746,1.661094215203586,0
0.2270554453629497,-0.7414320868276811,-1.1815832040829746,0.12432379031809888,2
0.555972342221908,-1.0630589635876526,-0.5077164685517825,0.12432379031809888,3
1.3782645843693038,0.3099073812909354,-0.5077164685517825,-0.7002847303521624,0
1.2138061359398244,1.2194543553540806,-0.8446498363173786,-0.4004270864720674,3
1.871639929657741,-0.9696834187218545,0.8400170025106016,-0.812731346807198,4
-0.10186145149600861,-0.49243063385221936,-0.17078310078618647,-1.0376245797172694,3
0.2270554453629497,1.3992887380585808,0.8400170025106016,0.34921702322817016,4
-1.7464459357908,0.00903062561225237,-0.17078310078618647,-1.3000000181123526,1
-0.7596952452139252,0.05053086777482934,-0.17078310078618647,0.08684158483308702,1
-0.7596952452139252,1.6863320796830716,-0.17078310078618647,0.6490746671082652,1
-0.5952367967844461,1.5860398277901773,-0.5077164685517825,0.49914584516821764,3
-0.26631989992548777,0.15428147318127178,-0.8446498363173786,-1.112588990687293,-1
0.2270554453629497,-0.8935996414237968,-0.8446498363173786,0.04935937934807513,2
-0.5952367967844461,1.3854553240043885,0.5030836347450056,0.011877173863063256,2
-0.26631989992548777,-0.5754311181773732,1.5138837380417935,-1.3749644290823761,3
-1.0886121420728836,1.236746122921821,-1.5185165718485705,-0.512873702927103,3
0.555972342221908,1.1226204569747344,0.8400170025106016,-1.1875534016573168,4
1.3782645843693038,-0.8244325711528351,0.5030836347450056,1.0613789274433958,2
1.5427230327987829,-1.5783536371063167,1.1769503702761976,1.661094215203586,1
-1.7464459357908,1.271329658057302,-0.5077164685517825,-1.1875534016573168,3
-0.9241536936434044,0.2753238461554546,0.16615026697940954,-0.32546267550204366,2
-0.5952367967844461,1.2886214256250423,1.5138837380417935,0.08684158483308702,2
-0.5952367967844461,1.5272478180598599,1.1769503702761976,-0.13805164807698425,1
-1.7464459357908,-1.502269859808259,1.5138837380417935,-1.412446634567388,2
0.8848892390808663,1.3854553240043885,0.16615026697940954,1.1363433384134196,3
-1.4175290389318418,0.5312420061580125,1.5138837380417935,0.8364856945333246,4
0.8848892390808663,1.2747880115708499,0.16615026697940954,-1.3000000181123526,5
1.0493476875103454,-0.9143497625050853,-0.5077164685517825,0.9114501055033483,2
-0.26631989992548777,0.5692838948070414,0.16615026697940954,0.08684158483308702,2
1.2138061359398244,-0.22267905979546904,-1.5185165718485705,-1.4499288400524,2
1.2138061359398244,-1.5610618695385763,0.5030836347450056,0.686556872593277,4
